cik_str,ticker
1652,JGLDF
1653,TARSF
1654,QRHC
1655,AITX
1656,RYOJ
1657,COGDF
1658,RMSG
1659,TTIPF
1660,SST
1661,NIXX
1662,NNVC
1663,SPEX
1664,CHAI
1665,RSGLF
1666,RMCF
1667,BIRD
1668,HBIO
1669,YXT
1670,CNTMF
1671,SVRN
1672,HHS
1673,GUER
1674,CMCT
1675,NYC
1676,REBN
1677,FOFA
1678,VYNE
1679,MRKR
1680,SNNF
1681,CRVW
1682,QNCX
1683,EQS
1684,PRHI
1685,AUST
1686,BRLS
1687,APCX
1688,KTTA
1689,USEA
1690,LRRIF
1691,THH
1692,AHT
1693,TIGCF
1694,BESS
1695,VAUCF
1696,DUKR
1697,SPPL
1698,BFRG
1699,LIQT
1700,CTXR
1701,PLRZ
1702,WGRX
1703,AIDX
1704,DLPN
1705,GEBRF
1706,UPLD
1707,SBDS
1708,KLGDF
1709,REE
1710,PAYD
1711,SMSI
1712,COPAF
1713,CCOOF
1714,CCM
1715,AUID
1716,RITE
1717,OSRH
1718,TPET
1719,NZERF
1720,PAPL
1721,BHV
1722,GMVMF
1723,PMNT
1724,GYRO
1725,TOPS
1726,BHSIF
1727,ABIT
1728,ADIA
1729,CISO
1730,MDRR
1731,NWGL
1732,IAALF
1733,EDTK
1734,MYND
1735,VVOS
1736,MDCX
1737,KARX
1738,ALTUF
1739,CSAI
1740,STCB
1741,ILAL
1742,BGI
1743,DBGI
1744,SMX
1745,AIRI
1746,IVF
1747,FRECF
1748,NGLD
1749,PHIO
1750,SWVL
1751,SELX
1752,AWLIF
1753,PHGE
1754,MMTIF
1755,INIKF
1756,SGRP
1757,AHNRF
1758,APMCF
1759,CYCN
1760,INTI
1761,TRIB
1762,LESL
1763,GAUZ
1764,CURX
1765,NEWH
1766,MMA
1767,WETO
1768,BTOC
1769,MSW
1770,NVNI
1771,KAPA
1772,DSY
1773,SKKY
1774,UECXF
1775,QURT
1776,RBNE
1777,HIRU
1778,COSM
1779,GXAI
1780,CPIVF
1781,STSBF
1782,KTEL
1783,GTBP
1784,AWHL
1785,CMMB
1786,CVAT
1787,CVKD
1788,NRIS
1789,TOMZ
1790,BNZI
1791,AIMD
1792,VCGMF
1793,MSAI
1794,JBDI
1795,DTSS
1796,JPOTF
1797,STKH
1798,URZEF
1799,SINT
1800,BNET
1801,PBSV
1802,ALRTF
1803,ELECF
1804,VSEE
1805,LILIF
1806,RSMXF
1807,TBH
1808,AUSI
1809,ORESF
1810,GNPX
1811,REDRF
1812,BMGL
1813,APRE
1814,IHT
1815,HAMRF
1816,CETI
1817,KXIN
1818,EUEMF
1819,GULTU
1820,BLIN
1821,MWG
1822,FWFW
1823,IPDN
1824,OHCFF
1825,OST
1826,RETO
1827,CETY
1828,LEDS
1829,BRGX
1830,GNVR
1831,USIC
1832,CALC
1833,AAUGF
1834,SFHG
1835,XELB
1836,PAXH
1837,TKLF
1838,PURE
1839,DKI
1840,LTUM
1841,SOS
1842,RMSL
1843,MTEX
1844,CWD
1845,MTR
1846,SDCH
1847,NXL
1848,CEIN
1849,GPMTF
1850,KWIK
1851,FBGL
1852,HTOO
1853,ADVB
1854,AMS
1855,SEGG
1856,DSS
1857,GITS
1858,GARWF
1859,NGTF
1860,GURE
1861,CLEV
1862,NOTV
1863,GRAPF
1864,ELVG
1865,GLGI
1866,RNAZ
1867,OLB
1868,HGTXU
1869,ACXP
1870,BCUFF
1871,AMST
1872,INEO
1873,IMIMF
1874,SVUHF
1875,PCSA
1876,QUCY
1877,ODYY
1878,APYP
1879,BRQL
1880,RVYL
1881,ATON
1882,APM
1883,YHGJ
1884,FGI
1885,DSNY
1886,GELS
1887,AITTF
1888,AMLM
1889,TULP
1890,UUUFF
1891,CLRO
1892,ACON
1893,PIAC
1894,EWSB
1895,MAGE
1896,NTRX
1897,SYBX
1898,MRAI
1899,BMXI
1900,SNYR
1901,SERPY
1902,SCKT
1903,TRRFF
1904,AVCRF
1905,MMTRS
1906,GLNS
1907,VRRCF
1908,GRDX
1909,SKAS
1910,LUCY
1911,AMZE
1912,PBM
1913,TCRT
1914,RENX
1915,IONI
1916,NWTG
1917,GHST
1918,SILO
1919,YYGH
1920,ADMQ
1921,MKZR
1922,BKYI
1923,MFBI
1924,HSCS
1925,BRTX
1926,TGL
1927,CVSI
1928,ESHSF
1929,CYCU
1930,DAIC
1931,NVGLF
1932,AVPMF
1933,XAIR
1934,NROM
1935,HCWC
1936,SLE
1937,XHLD
1938,XTLB
1939,MLEC
1940,EJH
1941,FASLF
1942,SNRG
1943,MBIO
1944,THURF
1945,EPWKF
1946,BASA
1947,ANY
1948,AIHS
1949,TWAV
1950,OXBR
1951,SKK
1952,INBS
1953,SOAR
1954,DXYN
1955,AKTX
1956,DQWS
1957,ABCFF
1958,TRLEF
1959,VS
1960,INDP
1961,ZDPY
1962,WAI
1963,IPST
1964,AQB
1965,RBOT
1966,KLYG
1967,BBBMF
1968,BRWC
1969,CPMV
1970,DRMA
1971,VEST
1972,CIIT
1973,NMEX
1974,CHNR
1975,HVGDF
1976,SQFT
1977,POLA
1978,SHPH
1979,XERI
1980,KLSVF
1981,GP
1982,CAPS
1983,LMRMF
1984,CNFN
1985,IPSI
1986,GLMD
1987,BFGFF
1988,PAIYY
1989,PULM
1990,BTOG
1991,VSTD
1992,ZPHYF
1993,PMHS
1994,ENZN
1995,GREH
1996,SRCO
1997,AMIX
1998,APTOF
1999,PRSI
2000,RDHL
2001,CTTH
2002,NOTE
2003,TNMG
2004,EGMCF
2005,TSEOF
2006,AIPG
2007,ALZN
2008,GGLXF
2009,GBR
2010,CRCE
2011,GTCH
2012,ENVB
2013,OCG
2014,PSYCF
2015,ONFO
2016,XCRT
2017,IWSH
2018,NVVE
2019,LINMF
2020,NGCG
2021,XITO
2022,ICON
2023,NCPL
2024,BNBX
2025,DCOY
2026,ALBT
2027,GLVT
2028,LNKS
2029,PLTYF
2030,ALTX
2031,NCRA
2032,ZNB
2033,SRKZF
2034,CPHI
2035,LVRLF
2036,MNDR
2037,PW
2038,VTAK
2039,KITT
2040,TWNPQ
2041,HCTI
2042,GWAV
2043,GTLL
2044,KRTL
2045,KIDZ
2046,CIMG
2047,CNRCF
2048,VMAR
2049,HWKE
2050,RUBI
2051,GPUSF
2052,VSME
2053,RKDA
2054,ZONE
2055,AIOS
2056,ELPW
2057,REOS
2058,VPER
2059,CPMD
2060,WHLT
2061,NVSGF
2062,CYAN
2063,CASIF
2064,TUTH
2065,SHFS
2066,IMTE
2067,LUVU
2068,HCWB
2069,RTCJF
2070,BBLG
2071,CMBMF
2072,SENR
2073,ADIL
2074,PKTX
2075,TRNR
2076,DXF
2077,WCUFF
2078,VYCO
2079,NCT
2080,VIIQ
2081,VGLS
2082,ROIUF
2083,CRUCF
2084,DOGP
2085,ZHDM
2086,LBGJ
2087,TBLLF
2088,PTOS
2089,MWAI
2090,SPRC
2091,TRUG
2092,OILCF
2093,VIZNF
2094,SKVI
2095,GEGP
2096,ATXI
2097,AGSS
2098,AREB
2099,GIPR
2100,EDBL
2101,TRGXF
2102,AYRWF
2103,NFSN
2104,ZICX
2105,ATMH
2106,VISM
2107,GCTK
2108,FFLO
2109,GRNL
2110,DTCKF
2111,LRHC
2112,GV
2113,MNTR
2114,LQWC
2115,BNRG
2116,CBMJ
2117,CBDY
2118,LBUY
2119,SKFG
2120,FECOF
2121,CBDL
2122,PTCO
2123,LYRA
2124,EVFM
2125,ISCO
2126,MDCE
2127,BOXL
2128,GRXXF
2129,SETO
2130,PTIX
2131,FBCD
2132,ARBK
2133,NULGF
2134,GMEX
2135,IPTNF
2136,RAKR
2137,DPLS
2138,CMRF
2139,EEGI
2140,HSTA
2141,MRPT
2142,AKOM
2143,CLOW
2144,NAFS
2145,TMGI
2146,FATAQ
2147,LNTO
2148,DBMM
2149,BMTM
2150,FGL
2151,ARRT
2152,SPTY
2153,OZSC
2154,EMMA
2155,PRPH
2156,KUST
2157,ONCO
2158,PRTX
2159,WINT
2160,IOBTQ
2161,FMTOF
2162,EMBYF
2163,MSPR
2164,NSTM
2165,STAI
2166,BPTH
2167,CLDVF
2168,LGHL
2169,CSUI
2170,GRVE
2171,JFIL
2172,ADTX
2173,GSAC
2174,ILST
2175,CWPE
2176,GRPS
2177,RMTG
2178,WNLV
2179,FOXO
2180,GPLB
2181,FYNN
2182,SLDC
2183,TAAG
2184,IVPR
2185,SPOWF
2186,AOXY
2187,KAVL
2188,ECPL
2189,LEEN
2190,LILMF
2191,CNBX
2192,RGBP
2193,ALDA
2194,SVVC
2195,QTTOY
2196,FCHS
2197,CMLS
2198,GRLF
2199,CIRX
2200,CONC
2201,UOKAF
2202,RIVF
2203,VIDA
2204,BOTY
2205,PNXP
2206,GTIC
2207,OCEA
2208,EMRH
2209,BMPA
2210,YGMZF
2211,PSUS
2212,KMCM
2213,BRBF
2214,PGIM
2215,GDEL
2216,ETH
2217,VROYF
2218,DDHLY
2219,ITXP
2220,ETHW
2221,KOGDF
2222,KPL
2223,USDW
2224,AIMTF
2225,DETX
2226,MIMDF
2227,TCLXY
2228,NPIXY
2229,BIREY
2230,METRY
2231,GRVT
2232,VRXA
2233,HGT
2234,FSSL
2235,HAMA
2236,FGO
2237,GSNR
2238,MDDTY
2239,GAVA
2240,DAVI
2241,SWOL
2242,MXUBY
2243,GRLMF
2244,DNJF
2245,CCEYF
2246,EZBC
2247,QETH
2248,DMNT
2249,EDVLY
2250,NSNFY
2251,KMYGY
2252,AAS
2253,BTC
2254,CTWO
2255,XRP
2256,MSTKY
2257,GTAO
2258,EZPZ
2259,NCIQ
2260,IDPEY
2261,YGSHY
2262,GRCPY
2263,EZET
2264,YOOV
2265,NSURF
2266,LRVIY
2267,TSOL
2268,OPTH
2269,SGIHY
2270,MECPF
2271,GLIV
2272,BRRR
2273,HWEP
2274,MOGMF
2275,GVSE
2276,CUPPF
2277,GDGIF
2278,SCTAY
2279,PDYTY
2280,KKSIY
2281,NHLTY
2282,AFA
2283,BSOL
2284,SPED
2285,SPTX
2286,BTCO
2287,TCRG
2288,ARKB
2289,INNP
2290,AUGCF
2291,GLEI
2292,OSOL
2293,ZRCN
2294,BTCW
2295,SICOF
2296,RREV
2297,GFTFF
2298,MRCO
2299,AFNDY
2300,IPFX
2301,BORAY
2302,ANJFY
2303,NHIV
2304,CRAUY
2305,HYRD
2306,AIOK
2307,MPJPY
2308,SBCLY
2309,OBBCY
2310,MTLMY
2311,ARXS
2312,PBRRY
2313,SOLC
2314,KYTFY
2315,YLY
2316,DTDT
2317,SSRLY
2318,SVICY
2319,GIVE
2320,ZSICY
2321,UNIU
2322,KOKO
2323,BTFT
2324,OYES
2325,PLAI
2326,ONWRY
2327,HZRBY
2328,SUIS
2329,TKCYY
2330,AMBIQ
2331,SUJA
2332,RCWBY
2333,RADB
2334,TETH
2335,DNCLY
2336,HIFI
2337,NEUT
2338,BGHL
2339,SAPUY
2340,BOT
2341,USDE
2342,PLYX
2343,CLNK
2344,AFNX
2345,APAT
2346,ADBT
2347,RSMIY
2348,GXRP
2349,CLBZ
2350,RIKU
2351,APEX
2352,FRLCY
2353,SCBXY
2354,CAPI
2355,CLRLY
2356,MREGY
2357,LILW
2358,GGRPY
2359,VIRMF
2360,SBAQ
2361,GONYF
2362,TOXR
2363,NRYCF
2364,MGNO
2365,PMHMY
2366,CSCCY
2367,VSGRY
2368,KCG
2369,MKTR
2370,SLBT
2371,RECCY
2372,DBIM
2373,TMKVY
2374,HNPHY
2375,GDOG
2376,VAVX
2377,TSUI
2378,GGTKY
2379,PLUN
2380,GBNXY
2381,LSBA
2382,LATA
2383,PAXG
2384,UNID
2385,MLIZY
2386,EVVO
2387,MARH
2388,TRAD
2389,JSTT
2390,BAVA
2391,PWRU
2392,HRBAY
2393,ECR
2394,AVAT
2395,ORNJY
2396,MTMTY
2397,PRNCF
2398,GHRTF
2399,EMS
2400,SPGNY
2401,SIBO
2402,EUEV
2403,VCCG
2404,PCPGY
2405,GBH
2406,GDNT
2407,FSOL
2408,LSHGY
2409,XRPZ
2410,GFTL
2411,MNZLY
2412,ASKRY
2413,STJNY
2414,ELFTY
2415,NWCYY
2416,CMPLY
2417,EBGCY
2418,CPXXY
2419,ARCL
2420,QRED
2421,LPSL
2422,ETSS
2423,MWC
2424,QMLS
2425,NHKSY
2426,PTAXY
2427,AIAI
2428,TVIV
2429,GOW
2430,HONA
2431,PNIG
2432,OTAI
2433,AESP
2434,DPDSY
2435,JNGDY
2436,BMOK
2437,NYB
2438,ILLU
2439,NCLA
2440,ALMR
2441,GHYP
2442,NGCOY
2443,WATR
2444,FRTT
2445,TEICY
2446,BRUN
2447,CDTHY
2448,NBKBY
2449,ZJGIY
2450,MRUWY
2451,REA
2452,ODKUY
2453,GCGR
2454,KNWAY
2455,AELKY
2456,CXII
2457,BAGZ
2458,MDKGY
2459,LNTCY
2460,NRGFF
2461,SKAI
2462,MSBT
2463,SSHBY
2464,MTAL
2465,WENC
2466,MCAH
2467,RACC
2468,MNTGY
2469,TRGS
2470,WSE
2471,ETHB
2472,KCAC-UN
2473,TGRGF
2474,FRTRY
2475,AKCLY
2476,FHFFY
2477,KHOBF
2478,RVI
2479,TRBG
2480,SNEVY
2481,DYBTY
2482,MYX
2483,YIFE
2484,OBOCY
2485,TRAX
2486,LKYLY
2487,NATNF
2488,KLRA
2489,MZYX
2490,BLDC
2491,UDUD
2492,SVIV
2493,SNHIY
2494,AZBLY
2495,SGPIY
2496,BXDC
2497,ELMT
2498,OHAC
2499,BHTGY
2500,FFGG
2501,LTAFF
2502,PFSTY
2503,CTAA
2504,APMC
2505,SKBBY
2506,GTLRY
2507,OCTV
2508,MSSHY
2509,SMGSY
2510,SECZ
2511,AVEX
2512,CTX
2513,MBSHY
2514,BWGC
2515,ALOG
2516,QADR
2517,UATCY
2518,AMVOY
2519,STCK
2520,MYCRY
2521,SBMW
2522,ARSTY
2523,BLTG
2524,OBNK
2525,BWOW
2526,PWRL
2527,FCHDF
2528,JOSS
2529,AMTU
2530,PSBTY
2531,BXRLY
2532,SOEZ
2533,ATHNY
2534,WXILY
2535,GYGLF
2536,KERCY
2537,SHILY
2538,COAG
2539,CVCPY
2540,LTGR
2541,SUMA
2542,POCH
2543,QLEP
2544,YKCLY
2545,AACP
2546,AIIR
2547,PRNSY
2548,ZSHLY
2549,IDAC
2550,GLED
2551,ZGJLY
2552,RENGY
2553,APUR
2554,PRSKY
2555,TKVA
2556,LBZZ
2557,PDSRX
2558,BAR
2559,PLTM
2560,ETCG
2561,AYA
2562,MANA
2563,GLNK
2564,GBAT
2565,FGDL
2566,IPSAY
2567,CBSTQ
2568,ENTXW
2569,AVLN
2570,BUHPY
2571,MTVE
2572,BDRY
2573,MROSY
2574,OUNZ
2575,BPRE
2576,CPPBY
2577,FBTC
2578,HODL
2579,ODOT
2580,ETHV
2581,VCX
2582,OBULF
2583,ORIB
2584,CBPHF
2585,ISRLF
2586,IBIT
2587,NOPFF
2588,DEFI
2589,FETH
2590,GSOL
2591,OBNB
2592,EXYN
2593,TDGGF
2594,NXNT
2595,TSLVF
2596,TPTA
2597,ALEH
2598,HZEN
2599,ZCSH
2600,ETHE
2601,OPTU
2602,GXLM
2603,PASTY
2604,IAUM
2605,DGCOF
2606,VCRDX
2607,NRUC
2608,CHSCP
2609,CTBB
2610,NHFLF
2611,VBREY
2612,GJH
2613,MADL
2614,DYNTQ
2615,USL
2616,FXB
2617,GJO
2618,SIVR
2619,PALL
2620,BNO
2621,GJP
2622,GJR
2623,FXC
2624,GJS
2625,UDN
2626,UNL
2627,GLTR
2628,KTH
2629,DCFBS
2630,AAAU
2631,BITW
2632,BITB
2633,OBTC
2634,SVIX
2635,PRBRY
2636,DSRNY
2637,OAK-PA
2638,UGA
2639,OPITQ
2640,PPLT
2641,JTGEY
2642,ATLCP
2643,WNHK
2644,NICM
2645,ODRS
2646,NHP
2647,PYT
2648,XSIAX
2649,IVHI
2650,IPB
2651,KTN
2652,ELC
2653,JBK
2654,GEHDF
2655,FXA
2656,GLDM
2657,SGOL
2658,USCI
2659,UUP
2660,QVCD
2661,ILPLF
2662,LBRJ
2663,ETHA
2664,MEDG
2665,GFTTY
2666,LPCHY
2667,CCLV
2668,CRGT
2669,EIIA
2670,GSUI
2671,AMPM
2672,SUWA
2673,VAII
2674,SMFSY
2675,ALEUY
2676,QSOL
2677,FNIGY
2678,TPZEY
2679,LCDC
2680,BKPOY
2681,MCL
2682,FIT
2683,ACMIF
2684,JXAMY
2685,TDOG
2686,THCLY
2687,SMPHY
2688,ACGC
2689,CAII
2690,IACQ
2691,MUYNY
2692,GBNB
2693,JLZQ
2694,SCOP
2695,MMXGY
2696,SICCY
2697,AWATY
2698,SWBKY
2699,KPET
2700,BHAV
2701,IDXMF
2702,MDKR
2703,RONE
2704,EUPX
2705,FDXF
2706,BWIV
2707,XE
2708,GLVPY
2709,HAWK
2710,VNTXF
2711,WDSP
2712,LFLRF
2713,YSWY
2714,SMERY
2715,CITR
2716,GJT
2717,FXF
2718,USB-PA
2719,BTAFF
2720,NCRRP
2721,SNPMF
2722,MBGAF
2723,NTTYY
2724,PPRUF
2725,GLCNF
2726,KDDIF
2727,BAMXF
2728,DGEAF
2729,CCZ
2730,BYMOF
2731,WEBNF
2732,PSA-PH
2733,ALL-PB
2734,FNCTF
2735,PSA-PK
2736,TEFOF
2737,RSTRF
2738,SOJC
2739,TELNF
2740,SOAGY
2741,FNMAS
2742,AMCCF
2743,FNMAJ
2744,CRERF
2745,FNMAH
2746,APO-PA
2747,NIOIF
2748,FNGD
2749,SVYSF
2750,NMPGY
2751,MAA-PI
2752,LBRDB
2753,RF-PC
2754,LBRDK
2755,BZLFF
2756,UHAL-B
2757,TAP-A
2758,WPPGF
2759,FREJO
2760,RZB
2761,CLUS
2762,CMSA
2763,SLG-PI
2764,SFGRF
2765,PCG-PA
2766,PCG-PB
2767,OAK-PB
2768,UNMA
2769,BPOPO
2770,JSM
2771,PCG-PE
2772,PCG-PD
2773,PCG-PC
2774,FNMFN
2775,PCG-PH
2776,PCG-PG
2777,DTW
2778,SPTJF
2779,PCG-PI
2780,DISPF
2781,TCMFF
2782,PBI-PB
2783,TWO-PC
2784,BHFAL
2785,TWO-PB
2786,TWO-PA
2787,BATRK
2788,HOVNP
2789,PEB-PF
2790,PEB-PE
2791,PEGRF
2792,TY-P
2793,UA
2794,PTXAF
2795,FNMAM
2796,TRTN-PA
2797,NSA-PA
2798,BATRB
2799,FNMAN
2800,FNMAI
2801,CODQL
2802,TBNGY
2803,FNMAT
2804,FNMAK
2805,FNMAL
2806,FNMFM
2807,WLYB
2808,FNMAO
2809,FNMAG
2810,FNMFO
2811,NGL-PB
2812,LILAK
2813,NGL-PC
2814,BFS-PD
2815,GNL-PA
2816,LILAB
2817,HCXY
2818,MHLA
2819,BITF
2820,CODI-PB
2821,ATLC
2822,CODI-PA
2823,GRAF-UN
2824,HCACU
2825,INN-PE
2826,IIPR-PA
2827,GTN-A
2828,HOVVB
2829,HLTC
2830,GGT-PE
2831,GGN-PB
2832,OXLCM
2833,ECCX
2834,CIGL
2835,AIRTP
2836,NEWTI
2837,OXLCO
2838,ERLFF
2839,CNTHP
2840,IHRTB
2841,CNLPL
2842,DSX-PB
2843,CNTHO
2844,HYAC
2845,MTMV
2846,BHR-PB
2847,RLFTY
2848,CHMI-PB
2849,CNTHN
2850,APLMW
2851,CNLHP
2852,ARCXF
2853,CNLTP
2854,BHR-PD
2855,CNLTL
2856,IPHYF
2857,CNPWM
2858,CHMI-PA
2859,CNLHO
2860,CNPWP
2861,CNLPM
2862,CNLTN
2863,ENO
2864,CDR-PC
2865,CNLHN
2866,BNIGF
2867,IVEVF
2868,CDR-PB
2869,ECXJ
2870,EBRCZ
2871,DLNG-PA
2872,CHPGF
2873,LUCN
2874,HUSIF
2875,SINC
2876,TTSH
2877,RAASY
2878,AHT-PG
2879,OCGSF
2880,AHT-PF
2881,CRTD
2882,AOAO
2883,RDIB
2884,ECF-PA
2885,AHT-PH
2886,AHT-PI
2887,MRCC
2888,AHT-PD
2889,BCV-PA
2890,BCTF
2891,RGBPP
2892,GLU-PB
2893,PELI
2894,RLFTF
2895,IXAQF
2896,KBSR
2897,CULL
2898,CMCAF
2899,GGROU
2900,FSHPU
2901,ARRKF
2902,BCOW
2903,NSRCF
2904,GRFXF
2905,NBY
2906,JETBF
2907,UONEK
2908,AVLNF
2909,MLMC
2910,CCTSF
2911,EAXR
2912,GBNY
2913,OMCC
2914,CNOBF
2915,LTSV
2916,GWLL
2917,XTXXF
2918,WNFT
2919,VWFB
2920,TBHC
2921,BRCNF
2922,SGTM
2923,ANEB
2924,GFASY
2925,AFGC
2926,BZRD
2927,SALM
2928,GLBZ
2929,GRFXY
2930,MNTCF
2931,TVE
2932,HMMR
2933,MCLE
2934,TVC
2935,AGLY
2936,ELDCF
2937,SITS
2938,EVTK
2939,CARV
2940,APHD
2941,TAIT
2942,CJAX
2943,FEOVF
2944,FLYYQ
2945,BLMH
2946,GLUC
2947,SCGY
2948,NGHI
2949,VQSSF
2950,GBCS
2951,BRRN
2952,MVCO
2953,SFUNY
2954,ILXP
2955,FGCO
2956,SUIC
2957,NXMH
2958,EGTYF
2959,TGCB
2960,IOBT
2961,EBZT
2962,MTTCF
2963,GRST
2964,NUVI
2965,BWMG
2966,CANN
2967,ACRL
2968,RDAR
2969,ECIA
2970,UCASU
2971,KNOS
2972,HHHEF
2973,JFBR
2974,AGNPF
2975,MYCB
2976,SSHT
2977,SNNC
2978,GOGR
2979,RNGC
2980,SYIN
2981,TNBI
2982,XYLB
2983,SRMX
2984,BKTH
2985,CARM
2986,SFWJ
2987,BRLL
2988,CLSDQ
2989,INKW
2990,CPWR
2991,FVTI
2992,MAJI
2993,GMZP
2994,HBUV
2995,GSPI
2996,SSKN
2997,CDSG
2998,VERO
2999,ESSI
3000,FGNV
3001,MDEX
3002,ASII
3003,APSI
3004,BSLK
3005,CRDV
3006,MASN
3007,INNI
3008,SHGI
3009,GXXM
3010,OXBRW
3011,GMBL
3012,DPUI
3013,ENDV
3014,USDP
3015,GIPL
3016,AITXD
3017,SONX
3018,DWAY
3019,ACBM
3020,SNPW
3021,LEVGQ
3022,COSG
3023,CICC
3024,AHII
3025,IMCI
3026,MER-PK
3027,BACRP
3028,TCPA
3029,FHN-PH
3030,CELG-RI
3031,SFB
3032,CDZIP
3033,BPPFF
3034,CMSC
3035,CMSD
3036,MTB-PJ
3037,AILIO
3038,AILIP
3039,CTDD
3040,MTB-PK
3041,SOJD
3042,SOJE
3043,SOMN
3044,SOJF
3045,UMBFO
3046,MSEXP
3047,MOVAA
3048,DDT
3049,BA-PA
3050,TELFY
3051,DHTI
3052,BPOPM
3053,GAB-RI
3054,SOCGM
3055,FNMAP
3056,GL-PD
3057,WBKCY
3058,AUB-PA
3059,ALL-PJ
3060,BOH-PB
3061,WRB-PH
3062,WRB-PF
3063,WRB-PG
3064,ASBA
3065,CHSCL
3066,CHSCM
3067,CHSCN
3068,CHSCO
3069,FCNCN
3070,HWCPZ
3071,CFG-PE
3072,CFG-PH
3073,CFG-PI
3074,VAL-WT
3075,XELLL
3076,PNMXO
3077,PAASF
3078,AEFC
3079,NEE-PN
3080,NEE-PW
3081,NEE-PT
3082,NEE-PU
3083,NEE-PV
3084,NEE-PS
3085,BBBY-WT
3086,AIMDW
3087,PPLC
3088,KMPB
3089,BANC-PF
3090,NBRWF
3091,TSLTF
3092,TACPF
3093,TRNTF
3094,HNNAZ
3095,DGP
3096,DGZ
3097,DZZ
3098,ADZCF
3099,DEENF
3100,OLOXF
